country_name,region_name,refresh_date,week,rank,score,percent_gain,term,category,latitude,longitude
canada,british columbia,10-04-2023,01-05-2022,19,44,50,blue jays,sports,49.09996035,-116.516697
canada,alberta,10-04-2023,01-05-2022,14,27,130,blue jays score,sports,53.01669802,-112.8166386
canada,new brunswick,10-04-2023,01-05-2022,14,47,130,blue jays score,sports,45.26704185,-66.07667505
canada,nunavut,10-04-2023,01-05-2022,14,17,130,blue jays score,sports,68.76746684,-81.23608303
canada,newfoundland and labrador,10-04-2023,01-05-2022,1,21,800,blue jays vs angels,sports,49.17440025,-57.42691878
canada,british columbia,10-04-2023,01-05-2022,13,42,140,david suzuki,people,49.09996035,-116.516697
canada,ontario,10-04-2023,01-05-2022,13,49,140,david suzuki,people,44.56664532,-80.84998519
canada,british columbia,10-04-2023,01-05-2022,2,4,600,delonte west,people,49.09996035,-116.516697
canada,manitoba,10-04-2023,01-05-2022,9,40,250,epl,sports,50.15002545,-96.88332178
canada,prince edward island,10-04-2023,01-05-2022,9,24,250,epl,sports,46.24928164,-63.13132512
canada,manitoba,10-04-2023,01-05-2022,11,6,160,lakers,sports,50.15002545,-96.88332178
canada,alberta,10-04-2023,01-05-2022,7,13,250,lotto max,entertainment,53.01669802,-112.8166386
canada,newfoundland and labrador,10-04-2023,01-05-2022,7,7,250,lotto max,entertainment,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,01-05-2022,7,12,250,lotto max,entertainment,45.58327578,-62.63331934
canada,manitoba,10-04-2023,01-05-2022,4,34,250,lotto max winning numbers,entertainment,50.15002545,-96.88332178
canada,alberta,10-04-2023,01-05-2022,21,36,40,mlb scores,sports,53.01669802,-112.8166386
canada,manitoba,10-04-2023,01-05-2022,21,45,40,mlb scores,sports,50.15002545,-96.88332178
canada,new brunswick,10-04-2023,01-05-2022,21,43,40,mlb scores,sports,45.26704185,-66.07667505
canada,nova scotia,10-04-2023,01-05-2022,21,40,40,mlb scores,sports,45.58327578,-62.63331934
canada,prince edward island,10-04-2023,01-05-2022,21,58,40,mlb scores,sports,46.24928164,-63.13132512
canada,nova scotia,10-04-2023,01-05-2022,20,6,50,nba standings,sports,45.58327578,-62.63331934
canada,nova scotia,10-04-2023,01-05-2022,17,38,110,oilers,sports,45.58327578,-62.63331934
canada,manitoba,10-04-2023,01-05-2022,12,21,150,oilers game,sports,50.15002545,-96.88332178
canada,newfoundland and labrador,10-04-2023,01-05-2022,12,53,150,oilers game,sports,49.17440025,-57.42691878
canada,ontario,10-04-2023,01-05-2022,12,32,150,oilers game,sports,44.56664532,-80.84998519
canada,new brunswick,10-04-2023,01-05-2022,5,33,250,premier league,sports,45.26704185,-66.07667505
canada,nova scotia,10-04-2023,01-05-2022,5,49,250,premier league,sports,45.58327578,-62.63331934
canada,british columbia,10-04-2023,01-05-2022,22,1,40,raptors,sports,49.09996035,-116.516697
canada,new brunswick,10-04-2023,01-05-2022,6,75,250,real madrid,sports,45.26704185,-66.07667505
canada,alberta,10-04-2023,01-05-2022,23,46,40,toronto blue jays,sports,53.01669802,-112.8166386
canada,newfoundland and labrador,10-04-2023,01-05-2022,15,20,130,ufc,sports,49.17440025,-57.42691878
canada,saskatchewan,10-04-2023,01-05-2022,15,22,130,ufc,sports,50.93331097,-102.7999891
canada,ontario,10-04-2023,01-05-2022,3,36,600,ufc tonight,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,01-05-2022,16,22,120,whl scores,sports,53.01669802,-112.8166386
canada,manitoba,10-04-2023,01-05-2022,16,63,120,whl scores,sports,50.15002545,-96.88332178
canada,saskatchewan,10-04-2023,01-05-2022,16,9,120,whl scores,sports,50.93331097,-102.7999891
canada,nova scotia,10-04-2023,01-05-2022,19,54,50,blue jays,sports,45.58327578,-62.63331934
canada,british columbia,10-04-2023,01-05-2022,14,40,130,blue jays score,sports,49.09996035,-116.516697
canada,new brunswick,10-04-2023,01-05-2022,13,54,140,david suzuki,people,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,01-05-2022,13,77,140,david suzuki,people,50.93331097,-102.7999891
canada,new brunswick,10-04-2023,01-05-2022,18,53,70,edmonton oilers,sports,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,01-05-2022,18,48,70,edmonton oilers,sports,50.93331097,-102.7999891
canada,new brunswick,10-04-2023,01-05-2022,9,21,250,epl,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,01-05-2022,9,25,250,epl,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,01-05-2022,9,48,250,epl,sports,45.58327578,-62.63331934
canada,british columbia,10-04-2023,01-05-2022,11,4,160,lakers,sports,49.09996035,-116.516697
canada,nova scotia,10-04-2023,01-05-2022,11,5,160,lakers,sports,45.58327578,-62.63331934
canada,saskatchewan,10-04-2023,01-05-2022,11,15,160,lakers,sports,50.93331097,-102.7999891
canada,new brunswick,10-04-2023,01-05-2022,7,11,250,lotto max,entertainment,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,01-05-2022,7,20,250,lotto max,entertainment,50.93331097,-102.7999891
canada,alberta,10-04-2023,01-05-2022,4,31,250,lotto max winning numbers,entertainment,53.01669802,-112.8166386
canada,new brunswick,10-04-2023,01-05-2022,4,14,250,lotto max winning numbers,entertainment,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,01-05-2022,4,73,250,lotto max winning numbers,entertainment,50.93331097,-102.7999891
canada,ontario,10-04-2023,01-05-2022,21,42,40,mlb scores,sports,44.56664532,-80.84998519
canada,ontario,10-04-2023,01-05-2022,20,9,50,nba standings,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,01-05-2022,20,18,50,nba standings,sports,50.93331097,-102.7999891
canada,british columbia,10-04-2023,01-05-2022,17,35,110,oilers,sports,49.09996035,-116.516697
canada,alberta,10-04-2023,01-05-2022,5,57,250,premier league,sports,53.01669802,-112.8166386
canada,prince edward island,10-04-2023,01-05-2022,5,30,250,premier league,sports,46.24928164,-63.13132512
canada,prince edward island,10-04-2023,01-05-2022,8,30,250,psg,sports,46.24928164,-63.13132512
canada,alberta,10-04-2023,01-05-2022,22,1,40,raptors,sports,53.01669802,-112.8166386
canada,ontario,10-04-2023,01-05-2022,22,1,40,raptors,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,01-05-2022,6,74,250,real madrid,sports,53.01669802,-112.8166386
canada,nova scotia,10-04-2023,01-05-2022,6,62,250,real madrid,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,01-05-2022,6,83,250,real madrid,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,01-05-2022,6,72,250,real madrid,sports,50.93331097,-102.7999891
canada,manitoba,10-04-2023,01-05-2022,23,45,40,toronto blue jays,sports,50.15002545,-96.88332178
canada,prince edward island,10-04-2023,01-05-2022,23,36,40,toronto blue jays,sports,46.24928164,-63.13132512
canada,northwest territories,10-04-2023,01-05-2022,15,14,130,ufc,sports,62.40005292,-110.7333291
canada,alberta,10-04-2023,01-05-2022,19,42,50,blue jays,sports,53.01669802,-112.8166386
canada,northwest territories,10-04-2023,01-05-2022,14,82,130,blue jays score,sports,62.40005292,-110.7333291
canada,prince edward island,10-04-2023,01-05-2022,14,28,130,blue jays score,sports,46.24928164,-63.13132512
canada,saskatchewan,10-04-2023,01-05-2022,14,68,130,blue jays score,sports,50.93331097,-102.7999891
canada,nova scotia,10-04-2023,01-05-2022,18,39,70,edmonton oilers,sports,45.58327578,-62.63331934
canada,prince edward island,10-04-2023,01-05-2022,18,42,70,edmonton oilers,sports,46.24928164,-63.13132512
canada,new brunswick,10-04-2023,01-05-2022,11,22,160,lakers,sports,45.26704185,-66.07667505
canada,ontario,10-04-2023,01-05-2022,11,6,160,lakers,sports,44.56664532,-80.84998519
canada,prince edward island,10-04-2023,01-05-2022,11,33,160,lakers,sports,46.24928164,-63.13132512
canada,nova scotia,10-04-2023,01-05-2022,4,19,250,lotto max winning numbers,entertainment,45.58327578,-62.63331934
canada,newfoundland and labrador,10-04-2023,01-05-2022,21,38,40,mlb scores,sports,49.17440025,-57.42691878
canada,nunavut,10-04-2023,01-05-2022,21,41,40,mlb scores,sports,68.76746684,-81.23608303
canada,alberta,10-04-2023,01-05-2022,20,11,50,nba standings,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,01-05-2022,20,9,50,nba standings,sports,49.09996035,-116.516697
canada,manitoba,10-04-2023,01-05-2022,20,5,50,nba standings,sports,50.15002545,-96.88332178
canada,new brunswick,10-04-2023,01-05-2022,17,44,110,oilers,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,01-05-2022,17,29,110,oilers,sports,49.17440025,-57.42691878
canada,nunavut,10-04-2023,01-05-2022,17,38,110,oilers,sports,68.76746684,-81.23608303
canada,prince edward island,10-04-2023,01-05-2022,17,73,110,oilers,sports,46.24928164,-63.13132512
canada,saskatchewan,10-04-2023,01-05-2022,17,35,110,oilers,sports,50.93331097,-102.7999891
canada,british columbia,10-04-2023,01-05-2022,12,34,150,oilers game,sports,49.09996035,-116.516697
canada,saskatchewan,10-04-2023,01-05-2022,12,18,150,oilers game,sports,50.93331097,-102.7999891
canada,newfoundland and labrador,10-04-2023,01-05-2022,5,17,250,premier league,sports,49.17440025,-57.42691878
canada,saskatchewan,10-04-2023,01-05-2022,5,51,250,premier league,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,01-05-2022,8,7,250,psg,sports,53.01669802,-112.8166386
canada,prince edward island,10-04-2023,01-05-2022,22,1,40,raptors,sports,46.24928164,-63.13132512
canada,saskatchewan,10-04-2023,01-05-2022,22,1,40,raptors,sports,50.93331097,-102.7999891
canada,nova scotia,10-04-2023,01-05-2022,23,55,40,toronto blue jays,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,01-05-2022,23,54,40,toronto blue jays,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,01-05-2022,23,50,40,toronto blue jays,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,01-05-2022,15,18,130,ufc,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,01-05-2022,15,25,130,ufc,sports,49.09996035,-116.516697
canada,newfoundland and labrador,10-04-2023,01-05-2022,3,25,600,ufc tonight,sports,49.17440025,-57.42691878
canada,british columbia,10-04-2023,24-04-2022,19,49,50,blue jays,sports,49.09996035,-116.516697
canada,newfoundland and labrador,10-04-2023,24-04-2022,19,46,50,blue jays,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,19,56,50,blue jays,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,24-04-2022,19,58,50,blue jays,sports,44.56664532,-80.84998519
canada,british columbia,10-04-2023,24-04-2022,14,43,130,blue jays score,sports,49.09996035,-116.516697
canada,manitoba,10-04-2023,24-04-2022,14,32,130,blue jays score,sports,50.15002545,-96.88332178
canada,northwest territories,10-04-2023,24-04-2022,14,27,130,blue jays score,sports,62.40005292,-110.7333291
canada,ontario,10-04-2023,24-04-2022,13,50,140,david suzuki,people,44.56664532,-80.84998519
canada,manitoba,10-04-2023,24-04-2022,18,19,70,edmonton oilers,sports,50.15002545,-96.88332178
canada,newfoundland and labrador,10-04-2023,24-04-2022,18,14,70,edmonton oilers,sports,49.17440025,-57.42691878
canada,newfoundland and labrador,10-04-2023,24-04-2022,9,28,250,epl,sports,49.17440025,-57.42691878
canada,nunavut,10-04-2023,24-04-2022,11,48,160,lakers,sports,68.76746684,-81.23608303
canada,ontario,10-04-2023,24-04-2022,11,7,160,lakers,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,24-04-2022,11,20,160,lakers,sports,50.93331097,-102.7999891
canada,newfoundland and labrador,10-04-2023,24-04-2022,7,11,250,lotto max,entertainment,49.17440025,-57.42691878
canada,prince edward island,10-04-2023,24-04-2022,7,8,250,lotto max,entertainment,46.24928164,-63.13132512
canada,manitoba,10-04-2023,24-04-2022,4,31,250,lotto max winning numbers,entertainment,50.15002545,-96.88332178
canada,nova scotia,10-04-2023,24-04-2022,4,33,250,lotto max winning numbers,entertainment,45.58327578,-62.63331934
canada,ontario,10-04-2023,24-04-2022,21,44,40,mlb scores,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,24-04-2022,20,16,50,nba standings,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,20,23,50,nba standings,sports,49.09996035,-116.516697
canada,ontario,10-04-2023,24-04-2022,20,17,50,nba standings,sports,44.56664532,-80.84998519
canada,ontario,10-04-2023,24-04-2022,17,16,110,oilers,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,24-04-2022,17,22,110,oilers,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,24-04-2022,12,14,150,oilers game,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,12,12,150,oilers game,sports,49.09996035,-116.516697
canada,saskatchewan,10-04-2023,24-04-2022,12,16,150,oilers game,sports,50.93331097,-102.7999891
canada,northwest territories,10-04-2023,24-04-2022,5,15,250,premier league,sports,62.40005292,-110.7333291
canada,british columbia,10-04-2023,24-04-2022,22,9,40,raptors,sports,49.09996035,-116.516697
canada,northwest territories,10-04-2023,24-04-2022,22,8,40,raptors,sports,62.40005292,-110.7333291
canada,ontario,10-04-2023,24-04-2022,6,52,250,real madrid,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,24-04-2022,23,57,40,toronto blue jays,sports,53.01669802,-112.8166386
canada,northwest territories,10-04-2023,24-04-2022,15,44,130,ufc,sports,62.40005292,-110.7333291
canada,saskatchewan,10-04-2023,24-04-2022,15,12,130,ufc,sports,50.93331097,-102.7999891
canada,manitoba,10-04-2023,24-04-2022,16,93,120,whl scores,sports,50.15002545,-96.88332178
canada,manitoba,10-04-2023,24-04-2022,19,45,50,blue jays,sports,50.15002545,-96.88332178
canada,prince edward island,10-04-2023,24-04-2022,19,50,50,blue jays,sports,46.24928164,-63.13132512
canada,newfoundland and labrador,10-04-2023,24-04-2022,14,28,130,blue jays score,sports,49.17440025,-57.42691878
canada,saskatchewan,10-04-2023,24-04-2022,14,41,130,blue jays score,sports,50.93331097,-102.7999891
canada,newfoundland and labrador,10-04-2023,24-04-2022,1,39,800,blue jays vs angels,sports,49.17440025,-57.42691878
canada,alberta,10-04-2023,24-04-2022,13,27,140,david suzuki,people,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,13,36,140,david suzuki,people,49.09996035,-116.516697
canada,manitoba,10-04-2023,24-04-2022,13,13,140,david suzuki,people,50.15002545,-96.88332178
canada,new brunswick,10-04-2023,24-04-2022,18,25,70,edmonton oilers,sports,45.26704185,-66.07667505
canada,nunavut,10-04-2023,24-04-2022,18,15,70,edmonton oilers,sports,68.76746684,-81.23608303
canada,new brunswick,10-04-2023,24-04-2022,9,54,250,epl,sports,45.26704185,-66.07667505
canada,prince edward island,10-04-2023,24-04-2022,9,17,250,epl,sports,46.24928164,-63.13132512
canada,alberta,10-04-2023,24-04-2022,11,8,160,lakers,sports,53.01669802,-112.8166386
canada,manitoba,10-04-2023,24-04-2022,11,9,160,lakers,sports,50.15002545,-96.88332178
canada,nunavut,10-04-2023,24-04-2022,7,15,250,lotto max,entertainment,68.76746684,-81.23608303
canada,alberta,10-04-2023,24-04-2022,4,14,250,lotto max winning numbers,entertainment,53.01669802,-112.8166386
canada,prince edward island,10-04-2023,24-04-2022,4,23,250,lotto max winning numbers,entertainment,46.24928164,-63.13132512
canada,alberta,10-04-2023,24-04-2022,21,39,40,mlb scores,sports,53.01669802,-112.8166386
canada,new brunswick,10-04-2023,24-04-2022,21,40,40,mlb scores,sports,45.26704185,-66.07667505
canada,nova scotia,10-04-2023,24-04-2022,21,44,40,mlb scores,sports,45.58327578,-62.63331934
canada,prince edward island,10-04-2023,24-04-2022,21,45,40,mlb scores,sports,46.24928164,-63.13132512
canada,nova scotia,10-04-2023,24-04-2022,20,10,50,nba standings,sports,45.58327578,-62.63331934
canada,nunavut,10-04-2023,24-04-2022,20,24,50,nba standings,sports,68.76746684,-81.23608303
canada,saskatchewan,10-04-2023,24-04-2022,20,12,50,nba standings,sports,50.93331097,-102.7999891
canada,manitoba,10-04-2023,24-04-2022,17,17,110,oilers,sports,50.15002545,-96.88332178
canada,northwest territories,10-04-2023,24-04-2022,17,25,110,oilers,sports,62.40005292,-110.7333291
canada,alberta,10-04-2023,24-04-2022,5,46,250,premier league,sports,53.01669802,-112.8166386
canada,newfoundland and labrador,10-04-2023,24-04-2022,5,36,250,premier league,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,5,48,250,premier league,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,24-04-2022,5,50,250,premier league,sports,44.56664532,-80.84998519
canada,prince edward island,10-04-2023,24-04-2022,5,48,250,premier league,sports,46.24928164,-63.13132512
canada,british columbia,10-04-2023,24-04-2022,8,9,250,psg,sports,49.09996035,-116.516697
canada,new brunswick,10-04-2023,24-04-2022,8,32,250,psg,sports,45.26704185,-66.07667505
canada,prince edward island,10-04-2023,24-04-2022,8,31,250,psg,sports,46.24928164,-63.13132512
canada,alberta,10-04-2023,24-04-2022,22,10,40,raptors,sports,53.01669802,-112.8166386
canada,new brunswick,10-04-2023,24-04-2022,22,12,40,raptors,sports,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,24-04-2022,22,9,40,raptors,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,24-04-2022,6,50,250,real madrid,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,6,50,250,real madrid,sports,49.09996035,-116.516697
canada,manitoba,10-04-2023,24-04-2022,6,48,250,real madrid,sports,50.15002545,-96.88332178
canada,northwest territories,10-04-2023,24-04-2022,6,43,250,real madrid,sports,62.40005292,-110.7333291
canada,new brunswick,10-04-2023,24-04-2022,15,16,130,ufc,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,24-04-2022,15,14,130,ufc,sports,49.17440025,-57.42691878
canada,prince edward island,10-04-2023,24-04-2022,15,7,130,ufc,sports,46.24928164,-63.13132512
canada,british columbia,10-04-2023,24-04-2022,3,27,600,ufc tonight,sports,49.09996035,-116.516697
canada,northwest territories,10-04-2023,24-04-2022,19,24,50,blue jays,sports,62.40005292,-110.7333291
canada,ontario,10-04-2023,24-04-2022,14,40,130,blue jays score,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,24-04-2022,13,46,140,david suzuki,people,50.93331097,-102.7999891
canada,british columbia,10-04-2023,24-04-2022,2,3,600,delonte west,people,49.09996035,-116.516697
canada,alberta,10-04-2023,24-04-2022,18,20,70,edmonton oilers,sports,53.01669802,-112.8166386
canada,nova scotia,10-04-2023,24-04-2022,18,22,70,edmonton oilers,sports,45.58327578,-62.63331934
canada,manitoba,10-04-2023,24-04-2022,9,36,250,epl,sports,50.15002545,-96.88332178
canada,saskatchewan,10-04-2023,24-04-2022,9,32,250,epl,sports,50.93331097,-102.7999891
canada,british columbia,10-04-2023,24-04-2022,7,11,250,lotto max,entertainment,49.09996035,-116.516697
canada,new brunswick,10-04-2023,24-04-2022,7,7,250,lotto max,entertainment,45.26704185,-66.07667505
canada,saskatchewan,10-04-2023,24-04-2022,7,15,250,lotto max,entertainment,50.93331097,-102.7999891
canada,manitoba,10-04-2023,24-04-2022,20,10,50,nba standings,sports,50.15002545,-96.88332178
canada,manitoba,10-04-2023,24-04-2022,12,18,150,oilers game,sports,50.15002545,-96.88332178
canada,nunavut,10-04-2023,24-04-2022,12,10,150,oilers game,sports,68.76746684,-81.23608303
canada,ontario,10-04-2023,24-04-2022,12,7,150,oilers game,sports,44.56664532,-80.84998519
canada,manitoba,10-04-2023,24-04-2022,5,57,250,premier league,sports,50.15002545,-96.88332178
canada,saskatchewan,10-04-2023,24-04-2022,5,55,250,premier league,sports,50.93331097,-102.7999891
canada,ontario,10-04-2023,24-04-2022,8,10,250,psg,sports,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,24-04-2022,8,17,250,psg,sports,50.93331097,-102.7999891
canada,manitoba,10-04-2023,24-04-2022,22,9,40,raptors,sports,50.15002545,-96.88332178
canada,manitoba,10-04-2023,24-04-2022,23,52,40,toronto blue jays,sports,50.15002545,-96.88332178
canada,ontario,10-04-2023,24-04-2022,3,29,600,ufc tonight,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,24-04-2022,19,50,50,blue jays,sports,53.01669802,-112.8166386
canada,saskatchewan,10-04-2023,24-04-2022,19,61,50,blue jays,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,24-04-2022,14,46,130,blue jays score,sports,53.01669802,-112.8166386
canada,nova scotia,10-04-2023,24-04-2022,14,25,130,blue jays score,sports,45.58327578,-62.63331934
canada,new brunswick,10-04-2023,24-04-2022,13,27,140,david suzuki,people,45.26704185,-66.07667505
canada,prince edward island,10-04-2023,24-04-2022,13,22,140,david suzuki,people,46.24928164,-63.13132512
canada,british columbia,10-04-2023,24-04-2022,18,26,70,edmonton oilers,sports,49.09996035,-116.516697
canada,northwest territories,10-04-2023,24-04-2022,18,29,70,edmonton oilers,sports,62.40005292,-110.7333291
canada,saskatchewan,10-04-2023,24-04-2022,18,28,70,edmonton oilers,sports,50.93331097,-102.7999891
canada,british columbia,10-04-2023,24-04-2022,9,49,250,epl,sports,49.09996035,-116.516697
canada,british columbia,10-04-2023,24-04-2022,11,7,160,lakers,sports,49.09996035,-116.516697
canada,alberta,10-04-2023,24-04-2022,7,13,250,lotto max,entertainment,53.01669802,-112.8166386
canada,ontario,10-04-2023,24-04-2022,7,9,250,lotto max,entertainment,44.56664532,-80.84998519
canada,newfoundland and labrador,10-04-2023,24-04-2022,4,9,250,lotto max winning numbers,entertainment,49.17440025,-57.42691878
canada,ontario,10-04-2023,24-04-2022,4,23,250,lotto max winning numbers,entertainment,44.56664532,-80.84998519
canada,saskatchewan,10-04-2023,24-04-2022,4,13,250,lotto max winning numbers,entertainment,50.93331097,-102.7999891
canada,british columbia,10-04-2023,24-04-2022,21,43,40,mlb scores,sports,49.09996035,-116.516697
canada,manitoba,10-04-2023,24-04-2022,21,49,40,mlb scores,sports,50.15002545,-96.88332178
canada,northwest territories,10-04-2023,24-04-2022,21,48,40,mlb scores,sports,62.40005292,-110.7333291
canada,new brunswick,10-04-2023,24-04-2022,17,15,110,oilers,sports,45.26704185,-66.07667505
canada,nunavut,10-04-2023,24-04-2022,17,22,110,oilers,sports,68.76746684,-81.23608303
canada,nova scotia,10-04-2023,24-04-2022,22,14,40,raptors,sports,45.58327578,-62.63331934
canada,new brunswick,10-04-2023,24-04-2022,6,50,250,real madrid,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,24-04-2022,6,14,250,real madrid,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,6,37,250,real madrid,sports,45.58327578,-62.63331934
canada,prince edward island,10-04-2023,24-04-2022,6,38,250,real madrid,sports,46.24928164,-63.13132512
canada,saskatchewan,10-04-2023,24-04-2022,6,15,250,real madrid,sports,50.93331097,-102.7999891
canada,new brunswick,10-04-2023,24-04-2022,23,46,40,toronto blue jays,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,24-04-2022,23,59,40,toronto blue jays,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,23,59,40,toronto blue jays,sports,45.58327578,-62.63331934
canada,northwest territories,10-04-2023,24-04-2022,23,19,40,toronto blue jays,sports,62.40005292,-110.7333291
canada,ontario,10-04-2023,24-04-2022,23,66,40,toronto blue jays,sports,44.56664532,-80.84998519
canada,prince edward island,10-04-2023,24-04-2022,23,54,40,toronto blue jays,sports,46.24928164,-63.13132512
canada,alberta,10-04-2023,24-04-2022,15,12,130,ufc,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,15,15,130,ufc,sports,49.09996035,-116.516697
canada,nova scotia,10-04-2023,24-04-2022,15,18,130,ufc,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,24-04-2022,15,14,130,ufc,sports,44.56664532,-80.84998519
canada,alberta,10-04-2023,24-04-2022,3,32,600,ufc tonight,sports,53.01669802,-112.8166386
canada,alberta,10-04-2023,24-04-2022,16,21,120,whl scores,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,16,54,120,whl scores,sports,49.09996035,-116.516697
canada,saskatchewan,10-04-2023,24-04-2022,16,40,120,whl scores,sports,50.93331097,-102.7999891
canada,new brunswick,10-04-2023,24-04-2022,19,54,50,blue jays,sports,45.26704185,-66.07667505
canada,new brunswick,10-04-2023,24-04-2022,14,30,130,blue jays score,sports,45.26704185,-66.07667505
canada,newfoundland and labrador,10-04-2023,24-04-2022,13,22,140,david suzuki,people,49.17440025,-57.42691878
canada,ontario,10-04-2023,24-04-2022,18,20,70,edmonton oilers,sports,44.56664532,-80.84998519
canada,prince edward island,10-04-2023,24-04-2022,18,26,70,edmonton oilers,sports,46.24928164,-63.13132512
canada,alberta,10-04-2023,24-04-2022,9,57,250,epl,sports,53.01669802,-112.8166386
canada,nova scotia,10-04-2023,24-04-2022,9,44,250,epl,sports,45.58327578,-62.63331934
canada,ontario,10-04-2023,24-04-2022,9,48,250,epl,sports,44.56664532,-80.84998519
canada,nova scotia,10-04-2023,24-04-2022,11,5,160,lakers,sports,45.58327578,-62.63331934
canada,manitoba,10-04-2023,24-04-2022,7,14,250,lotto max,entertainment,50.15002545,-96.88332178
canada,nova scotia,10-04-2023,24-04-2022,7,16,250,lotto max,entertainment,45.58327578,-62.63331934
canada,british columbia,10-04-2023,24-04-2022,4,18,250,lotto max winning numbers,entertainment,49.09996035,-116.516697
canada,new brunswick,10-04-2023,24-04-2022,4,12,250,lotto max winning numbers,entertainment,45.26704185,-66.07667505
canada,nunavut,10-04-2023,24-04-2022,4,21,250,lotto max winning numbers,entertainment,68.76746684,-81.23608303
canada,newfoundland and labrador,10-04-2023,24-04-2022,21,39,40,mlb scores,sports,49.17440025,-57.42691878
canada,saskatchewan,10-04-2023,24-04-2022,21,40,40,mlb scores,sports,50.93331097,-102.7999891
canada,alberta,10-04-2023,24-04-2022,17,17,110,oilers,sports,53.01669802,-112.8166386
canada,british columbia,10-04-2023,24-04-2022,17,18,110,oilers,sports,49.09996035,-116.516697
canada,newfoundland and labrador,10-04-2023,24-04-2022,17,14,110,oilers,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,17,23,110,oilers,sports,45.58327578,-62.63331934
canada,prince edward island,10-04-2023,24-04-2022,17,33,110,oilers,sports,46.24928164,-63.13132512
canada,newfoundland and labrador,10-04-2023,24-04-2022,12,49,150,oilers game,sports,49.17440025,-57.42691878
canada,nova scotia,10-04-2023,24-04-2022,12,22,150,oilers game,sports,45.58327578,-62.63331934
canada,british columbia,10-04-2023,24-04-2022,5,43,250,premier league,sports,49.09996035,-116.516697
canada,new brunswick,10-04-2023,24-04-2022,5,32,250,premier league,sports,45.26704185,-66.07667505
canada,alberta,10-04-2023,24-04-2022,8,14,250,psg,sports,53.01669802,-112.8166386
canada,manitoba,10-04-2023,24-04-2022,8,4,250,psg,sports,50.15002545,-96.88332178
canada,newfoundland and labrador,10-04-2023,24-04-2022,22,12,40,raptors,sports,49.17440025,-57.42691878
canada,ontario,10-04-2023,24-04-2022,22,16,40,raptors,sports,44.56664532,-80.84998519
canada,prince edward island,10-04-2023,24-04-2022,22,11,40,raptors,sports,46.24928164,-63.13132512
canada,british columbia,10-04-2023,24-04-2022,23,60,40,toronto blue jays,sports,49.09996035,-116.516697
canada,nunavut,10-04-2023,24-04-2022,23,13,40,toronto blue jays,sports,68.76746684,-81.23608303
