country_name,region_name,refresh_date,week,rank,score,percent_gain,term,category,Country,latitude,longitude
canada,alberta,2023-04-10,2022-01-30,17,13,110,oilers,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-30,17,16,110,oilers,sports,Canada,49.09996035,-116.516697
canada,nova scotia,2023-04-10,2022-01-30,17,18,110,oilers,sports,Canada,45.58327578,-62.63331934
canada,alberta,2023-04-10,2022-01-30,5,18,250,premier league,sports,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-30,5,11,250,premier league,sports,Canada,50.15002545,-96.88332178
canada,nova scotia,2023-04-10,2022-01-30,8,19,250,psg,sports,Canada,45.58327578,-62.63331934
canada,newfoundland and labrador,2023-04-10,2022-01-30,22,8,40,raptors,sports,Canada,49.17440025,-57.42691878
canada,manitoba,2023-04-10,2022-01-30,6,24,250,real madrid,sports,Canada,50.15002545,-96.88332178
canada,saskatchewan,2023-04-10,2022-01-30,23,6,40,toronto blue jays,sports,Canada,50.93331097,-102.7999891
canada,newfoundland and labrador,2023-04-10,2022-01-30,15,12,130,ufc,sports,Canada,49.17440025,-57.42691878
canada,ontario,2023-04-10,2022-01-30,15,13,130,ufc,sports,Canada,44.56664532,-80.84998519
canada,northwest territories,2023-04-10,2022-01-30,10,28,180,ufc 287,sports,Canada,62.40005292,-110.7333291
canada,prince edward island,2023-04-10,2022-01-30,10,32,180,ufc 287,sports,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-30,16,11,120,whl scores,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-30,16,16,120,whl scores,sports,Canada,49.09996035,-116.516697
canada,british columbia,2023-04-10,2022-01-30,19,2,50,blue jays,sports,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-30,19,2,50,blue jays,sports,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-30,13,3,140,david suzuki,people,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-30,13,26,140,david suzuki,people,Canada,50.15002545,-96.88332178
canada,new brunswick,2023-04-10,2022-01-30,18,24,70,edmonton oilers,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-30,18,26,70,edmonton oilers,sports,Canada,49.17440025,-57.42691878
canada,saskatchewan,2023-04-10,2022-01-30,18,28,70,edmonton oilers,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-30,9,12,250,epl,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-30,9,11,250,epl,sports,Canada,50.15002545,-96.88332178
canada,nova scotia,2023-04-10,2022-01-30,9,10,250,epl,sports,Canada,45.58327578,-62.63331934
canada,alberta,2023-04-10,2022-01-30,11,15,160,lakers,sports,Canada,53.01669802,-112.8166386
canada,new brunswick,2023-04-10,2022-01-30,7,12,250,lotto max,entertainment,Canada,45.26704185,-66.07667505
canada,ontario,2023-04-10,2022-01-30,7,10,250,lotto max,entertainment,Canada,44.56664532,-80.84998519
canada,saskatchewan,2023-04-10,2022-01-30,7,14,250,lotto max,entertainment,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-30,4,15,250,lotto max winning numbers,entertainment,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-30,4,26,250,lotto max winning numbers,entertainment,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-30,21,1,40,mlb scores,sports,Canada,53.01669802,-112.8166386
canada,nova scotia,2023-04-10,2022-01-30,21,2,40,mlb scores,sports,Canada,45.58327578,-62.63331934
canada,british columbia,2023-04-10,2022-01-30,20,57,50,nba standings,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-30,20,48,50,nba standings,sports,Canada,50.15002545,-96.88332178
canada,new brunswick,2023-04-10,2022-01-30,20,33,50,nba standings,sports,Canada,45.26704185,-66.07667505
canada,manitoba,2023-04-10,2022-01-30,17,14,110,oilers,sports,Canada,50.15002545,-96.88332178
canada,ontario,2023-04-10,2022-01-30,17,16,110,oilers,sports,Canada,44.56664532,-80.84998519
canada,ontario,2023-04-10,2022-01-30,12,5,150,oilers game,sports,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-30,8,12,250,psg,sports,Canada,53.01669802,-112.8166386
canada,ontario,2023-04-10,2022-01-30,8,12,250,psg,sports,Canada,44.56664532,-80.84998519
canada,manitoba,2023-04-10,2022-01-30,22,4,40,raptors,sports,Canada,50.15002545,-96.88332178
canada,saskatchewan,2023-04-10,2022-01-30,22,6,40,raptors,sports,Canada,50.93331097,-102.7999891
canada,ontario,2023-04-10,2022-01-30,6,17,250,real madrid,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-30,23,17,40,toronto blue jays,sports,Canada,46.24928164,-63.13132512
canada,nova scotia,2023-04-10,2022-01-30,10,42,180,ufc 287,sports,Canada,45.58327578,-62.63331934
canada,ontario,2023-04-10,2022-01-30,3,22,600,ufc tonight,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-30,3,19,600,ufc tonight,sports,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-30,19,2,50,blue jays,sports,Canada,53.01669802,-112.8166386
canada,prince edward island,2023-04-10,2022-01-30,19,7,50,blue jays,sports,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-30,18,16,70,edmonton oilers,sports,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-30,18,5,70,edmonton oilers,sports,Canada,50.15002545,-96.88332178
canada,northwest territories,2023-04-10,2022-01-30,18,12,70,edmonton oilers,sports,Canada,62.40005292,-110.7333291
canada,ontario,2023-04-10,2022-01-30,18,17,70,edmonton oilers,sports,Canada,44.56664532,-80.84998519
canada,manitoba,2023-04-10,2022-01-30,7,16,250,lotto max,entertainment,Canada,50.15002545,-96.88332178
canada,alberta,2023-04-10,2022-01-30,4,22,250,lotto max winning numbers,entertainment,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-30,21,1,40,mlb scores,sports,Canada,49.09996035,-116.516697
canada,newfoundland and labrador,2023-04-10,2022-01-30,20,32,50,nba standings,sports,Canada,49.17440025,-57.42691878
canada,northwest territories,2023-04-10,2022-01-30,17,14,110,oilers,sports,Canada,62.40005292,-110.7333291
canada,saskatchewan,2023-04-10,2022-01-30,17,20,110,oilers,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-30,12,8,150,oilers game,sports,Canada,49.09996035,-116.516697
canada,nova scotia,2023-04-10,2022-01-30,5,39,250,premier league,sports,Canada,45.58327578,-62.63331934
canada,british columbia,2023-04-10,2022-01-30,8,9,250,psg,sports,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-30,22,7,40,raptors,sports,Canada,44.56664532,-80.84998519
canada,british columbia,2023-04-10,2022-01-30,6,16,250,real madrid,sports,Canada,49.09996035,-116.516697
canada,new brunswick,2023-04-10,2022-01-30,6,17,250,real madrid,sports,Canada,45.26704185,-66.07667505
canada,manitoba,2023-04-10,2022-01-30,15,14,130,ufc,sports,Canada,50.15002545,-96.88332178
canada,saskatchewan,2023-04-10,2022-01-30,15,14,130,ufc,sports,Canada,50.93331097,-102.7999891
canada,ontario,2023-04-10,2022-01-30,10,8,180,ufc 287,sports,Canada,44.56664532,-80.84998519
canada,newfoundland and labrador,2023-04-10,2022-01-30,3,29,600,ufc tonight,sports,Canada,49.17440025,-57.42691878
canada,newfoundland and labrador,2023-04-10,2022-01-30,19,4,50,blue jays,sports,Canada,49.17440025,-57.42691878
canada,nova scotia,2023-04-10,2022-01-30,19,6,50,blue jays,sports,Canada,45.58327578,-62.63331934
canada,northwest territories,2023-04-10,2022-01-30,19,32,50,blue jays,sports,Canada,62.40005292,-110.7333291
canada,prince edward island,2023-04-10,2022-01-30,18,23,70,edmonton oilers,sports,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-30,9,33,250,epl,sports,Canada,53.01669802,-112.8166386
canada,ontario,2023-04-10,2022-01-30,9,15,250,epl,sports,Canada,44.56664532,-80.84998519
canada,new brunswick,2023-04-10,2022-01-30,11,8,160,lakers,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-30,11,31,160,lakers,sports,Canada,49.17440025,-57.42691878
canada,nova scotia,2023-04-10,2022-01-30,11,18,160,lakers,sports,Canada,45.58327578,-62.63331934
canada,ontario,2023-04-10,2022-01-30,11,13,160,lakers,sports,Canada,44.56664532,-80.84998519
canada,manitoba,2023-04-10,2022-01-30,4,27,250,lotto max winning numbers,entertainment,Canada,50.15002545,-96.88332178
canada,newfoundland and labrador,2023-04-10,2022-01-30,4,16,250,lotto max winning numbers,entertainment,Canada,49.17440025,-57.42691878
canada,nova scotia,2023-04-10,2022-01-30,4,15,250,lotto max winning numbers,entertainment,Canada,45.58327578,-62.63331934
canada,prince edward island,2023-04-10,2022-01-30,4,30,250,lotto max winning numbers,entertainment,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-30,20,47,50,nba standings,sports,Canada,53.01669802,-112.8166386
canada,new brunswick,2023-04-10,2022-01-30,17,5,110,oilers,sports,Canada,45.26704185,-66.07667505
canada,alberta,2023-04-10,2022-01-30,12,9,150,oilers game,sports,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-30,12,11,150,oilers game,sports,Canada,50.15002545,-96.88332178
canada,northwest territories,2023-04-10,2022-01-30,12,30,150,oilers game,sports,Canada,62.40005292,-110.7333291
canada,saskatchewan,2023-04-10,2022-01-30,12,19,150,oilers game,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-30,5,18,250,premier league,sports,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-30,5,16,250,premier league,sports,Canada,44.56664532,-80.84998519
canada,saskatchewan,2023-04-10,2022-01-30,5,24,250,premier league,sports,Canada,50.93331097,-102.7999891
canada,manitoba,2023-04-10,2022-01-30,8,15,250,psg,sports,Canada,50.15002545,-96.88332178
canada,alberta,2023-04-10,2022-01-30,22,5,40,raptors,sports,Canada,53.01669802,-112.8166386
canada,new brunswick,2023-04-10,2022-01-30,22,6,40,raptors,sports,Canada,45.26704185,-66.07667505
canada,alberta,2023-04-10,2022-01-30,6,17,250,real madrid,sports,Canada,53.01669802,-112.8166386
canada,alberta,2023-04-10,2022-01-30,23,2,40,toronto blue jays,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-30,23,4,40,toronto blue jays,sports,Canada,49.09996035,-116.516697
canada,new brunswick,2023-04-10,2022-01-30,15,18,130,ufc,sports,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-30,15,14,130,ufc,sports,Canada,45.58327578,-62.63331934
canada,alberta,2023-04-10,2022-01-30,10,12,180,ufc 287,sports,Canada,53.01669802,-112.8166386
canada,nova scotia,2023-04-10,2022-01-30,3,55,600,ufc tonight,sports,Canada,45.58327578,-62.63331934
canada,manitoba,2023-04-10,2022-01-30,19,2,50,blue jays,sports,Canada,50.15002545,-96.88332178
canada,prince edward island,2023-04-10,2022-01-30,14,21,130,blue jays score,sports,Canada,46.24928164,-63.13132512
canada,ontario,2023-04-10,2022-01-30,13,5,140,david suzuki,people,Canada,44.56664532,-80.84998519
canada,british columbia,2023-04-10,2022-01-30,2,5,600,delonte west,people,Canada,49.09996035,-116.516697
canada,british columbia,2023-04-10,2022-01-30,18,25,70,edmonton oilers,sports,Canada,49.09996035,-116.516697
canada,nova scotia,2023-04-10,2022-01-30,18,25,70,edmonton oilers,sports,Canada,45.58327578,-62.63331934
canada,saskatchewan,2023-04-10,2022-01-30,11,29,160,lakers,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-30,7,9,250,lotto max,entertainment,Canada,49.09996035,-116.516697
canada,newfoundland and labrador,2023-04-10,2022-01-30,7,11,250,lotto max,entertainment,Canada,49.17440025,-57.42691878
canada,nova scotia,2023-04-10,2022-01-30,7,13,250,lotto max,entertainment,Canada,45.58327578,-62.63331934
canada,nunavut,2023-04-10,2022-01-30,7,54,250,lotto max,entertainment,Canada,68.76746684,-81.23608303
canada,new brunswick,2023-04-10,2022-01-30,4,32,250,lotto max winning numbers,entertainment,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-30,20,53,50,nba standings,sports,Canada,45.58327578,-62.63331934
canada,saskatchewan,2023-04-10,2022-01-30,20,52,50,nba standings,sports,Canada,50.93331097,-102.7999891
canada,newfoundland and labrador,2023-04-10,2022-01-30,17,18,110,oilers,sports,Canada,49.17440025,-57.42691878
canada,british columbia,2023-04-10,2022-01-30,22,5,40,raptors,sports,Canada,49.09996035,-116.516697
canada,nova scotia,2023-04-10,2022-01-30,22,7,40,raptors,sports,Canada,45.58327578,-62.63331934
canada,prince edward island,2023-04-10,2022-01-30,22,3,40,raptors,sports,Canada,46.24928164,-63.13132512
canada,newfoundland and labrador,2023-04-10,2022-01-30,23,9,40,toronto blue jays,sports,Canada,49.17440025,-57.42691878
canada,nova scotia,2023-04-10,2022-01-30,23,4,40,toronto blue jays,sports,Canada,45.58327578,-62.63331934
canada,ontario,2023-04-10,2022-01-30,23,4,40,toronto blue jays,sports,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-30,15,11,130,ufc,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-30,15,15,130,ufc,sports,Canada,49.09996035,-116.516697
canada,british columbia,2023-04-10,2022-01-30,3,20,600,ufc tonight,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-30,16,40,120,whl scores,sports,Canada,50.15002545,-96.88332178
canada,newfoundland and labrador,2023-04-10,2022-01-30,16,56,120,whl scores,sports,Canada,49.17440025,-57.42691878
canada,saskatchewan,2023-04-10,2022-01-30,16,16,120,whl scores,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-23,19,3,50,blue jays,sports,Canada,49.09996035,-116.516697
canada,nova scotia,2023-04-10,2022-01-23,14,10,130,blue jays score,sports,Canada,45.58327578,-62.63331934
canada,new brunswick,2023-04-10,2022-01-23,1,27,800,blue jays vs angels,sports,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-23,18,30,70,edmonton oilers,sports,Canada,45.58327578,-62.63331934
canada,northwest territories,2023-04-10,2022-01-23,18,14,70,edmonton oilers,sports,Canada,62.40005292,-110.7333291
canada,ontario,2023-04-10,2022-01-23,18,22,70,edmonton oilers,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-23,18,74,70,edmonton oilers,sports,Canada,46.24928164,-63.13132512
canada,new brunswick,2023-04-10,2022-01-23,9,50,250,epl,sports,Canada,45.26704185,-66.07667505
canada,new brunswick,2023-04-10,2022-01-23,11,22,160,lakers,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-23,7,15,250,lotto max,entertainment,Canada,49.17440025,-57.42691878
canada,british columbia,2023-04-10,2022-01-23,4,13,250,lotto max winning numbers,entertainment,Canada,49.09996035,-116.516697
canada,nunavut,2023-04-10,2022-01-23,21,28,40,mlb scores,sports,Canada,68.76746684,-81.23608303
canada,british columbia,2023-04-10,2022-01-23,20,30,50,nba standings,sports,Canada,49.09996035,-116.516697
canada,nunavut,2023-04-10,2022-01-23,20,28,50,nba standings,sports,Canada,68.76746684,-81.23608303
canada,saskatchewan,2023-04-10,2022-01-23,17,23,110,oilers,sports,Canada,50.93331097,-102.7999891
canada,ontario,2023-04-10,2022-01-23,5,29,250,premier league,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-23,5,84,250,premier league,sports,Canada,46.24928164,-63.13132512
canada,saskatchewan,2023-04-10,2022-01-23,8,12,250,psg,sports,Canada,50.93331097,-102.7999891
canada,alberta,2023-04-10,2022-01-23,22,3,40,raptors,sports,Canada,53.01669802,-112.8166386
canada,prince edward island,2023-04-10,2022-01-23,6,19,250,real madrid,sports,Canada,46.24928164,-63.13132512
canada,british columbia,2023-04-10,2022-01-23,23,6,40,toronto blue jays,sports,Canada,49.09996035,-116.516697
canada,saskatchewan,2023-04-10,2022-01-23,23,3,40,toronto blue jays,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-23,15,38,130,ufc,sports,Canada,49.09996035,-116.516697
canada,newfoundland and labrador,2023-04-10,2022-01-23,15,35,130,ufc,sports,Canada,49.17440025,-57.42691878
canada,ontario,2023-04-10,2022-01-23,15,37,130,ufc,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-23,15,34,130,ufc,sports,Canada,46.24928164,-63.13132512
canada,alberta,2023-04-10,2022-01-23,3,52,600,ufc tonight,sports,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-23,19,3,50,blue jays,sports,Canada,50.15002545,-96.88332178
canada,prince edward island,2023-04-10,2022-01-23,19,8,50,blue jays,sports,Canada,46.24928164,-63.13132512
canada,british columbia,2023-04-10,2022-01-23,13,14,140,david suzuki,people,Canada,49.09996035,-116.516697
canada,british columbia,2023-04-10,2022-01-23,9,29,250,epl,sports,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-23,9,30,250,epl,sports,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-23,11,20,160,lakers,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-23,11,22,160,lakers,sports,Canada,49.09996035,-116.516697
canada,nunavut,2023-04-10,2022-01-23,11,19,160,lakers,sports,Canada,68.76746684,-81.23608303
canada,saskatchewan,2023-04-10,2022-01-23,11,28,160,lakers,sports,Canada,50.93331097,-102.7999891
canada,manitoba,2023-04-10,2022-01-23,7,17,250,lotto max,entertainment,Canada,50.15002545,-96.88332178
canada,new brunswick,2023-04-10,2022-01-23,7,7,250,lotto max,entertainment,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-23,7,11,250,lotto max,entertainment,Canada,45.58327578,-62.63331934
canada,ontario,2023-04-10,2022-01-23,7,8,250,lotto max,entertainment,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-23,4,22,250,lotto max winning numbers,entertainment,Canada,53.01669802,-112.8166386
canada,ontario,2023-04-10,2022-01-23,4,19,250,lotto max winning numbers,entertainment,Canada,44.56664532,-80.84998519
canada,saskatchewan,2023-04-10,2022-01-23,21,6,40,mlb scores,sports,Canada,50.93331097,-102.7999891
canada,manitoba,2023-04-10,2022-01-23,22,2,40,raptors,sports,Canada,50.15002545,-96.88332178
canada,new brunswick,2023-04-10,2022-01-23,22,4,40,raptors,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-23,6,16,250,real madrid,sports,Canada,49.17440025,-57.42691878
canada,ontario,2023-04-10,2022-01-23,6,13,250,real madrid,sports,Canada,44.56664532,-80.84998519
canada,prince edward island,2023-04-10,2022-01-23,10,39,180,ufc 287,sports,Canada,46.24928164,-63.13132512
canada,british columbia,2023-04-10,2022-01-23,3,67,600,ufc tonight,sports,Canada,49.09996035,-116.516697
canada,new brunswick,2023-04-10,2022-01-23,3,58,600,ufc tonight,sports,Canada,45.26704185,-66.07667505
canada,alberta,2023-04-10,2022-01-23,19,4,50,blue jays,sports,Canada,53.01669802,-112.8166386
canada,nova scotia,2023-04-10,2022-01-23,19,4,50,blue jays,sports,Canada,45.58327578,-62.63331934
canada,nunavut,2023-04-10,2022-01-23,14,20,130,blue jays score,sports,Canada,68.76746684,-81.23608303
canada,newfoundland and labrador,2023-04-10,2022-01-23,13,20,140,david suzuki,people,Canada,49.17440025,-57.42691878
canada,ontario,2023-04-10,2022-01-23,13,12,140,david suzuki,people,Canada,44.56664532,-80.84998519
canada,saskatchewan,2023-04-10,2022-01-23,13,27,140,david suzuki,people,Canada,50.93331097,-102.7999891
canada,ontario,2023-04-10,2022-01-23,2,1,600,delonte west,people,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-23,18,21,70,edmonton oilers,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-23,18,30,70,edmonton oilers,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-23,9,27,250,epl,sports,Canada,50.15002545,-96.88332178
canada,nova scotia,2023-04-10,2022-01-23,11,6,160,lakers,sports,Canada,45.58327578,-62.63331934
canada,alberta,2023-04-10,2022-01-23,7,10,250,lotto max,entertainment,Canada,53.01669802,-112.8166386
canada,prince edward island,2023-04-10,2022-01-23,7,14,250,lotto max,entertainment,Canada,46.24928164,-63.13132512
canada,saskatchewan,2023-04-10,2022-01-23,20,30,50,nba standings,sports,Canada,50.93331097,-102.7999891
canada,alberta,2023-04-10,2022-01-23,17,17,110,oilers,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-23,17,21,110,oilers,sports,Canada,49.09996035,-116.516697
canada,new brunswick,2023-04-10,2022-01-23,17,15,110,oilers,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-23,17,13,110,oilers,sports,Canada,49.17440025,-57.42691878
canada,alberta,2023-04-10,2022-01-23,12,11,150,oilers game,sports,Canada,53.01669802,-112.8166386
canada,ontario,2023-04-10,2022-01-23,12,7,150,oilers game,sports,Canada,44.56664532,-80.84998519
canada,new brunswick,2023-04-10,2022-01-23,5,43,250,premier league,sports,Canada,45.26704185,-66.07667505
canada,british columbia,2023-04-10,2022-01-23,8,12,250,psg,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-23,8,13,250,psg,sports,Canada,50.15002545,-96.88332178
canada,newfoundland and labrador,2023-04-10,2022-01-23,22,4,40,raptors,sports,Canada,49.17440025,-57.42691878
canada,northwest territories,2023-04-10,2022-01-23,22,7,40,raptors,sports,Canada,62.40005292,-110.7333291
canada,ontario,2023-04-10,2022-01-23,22,4,40,raptors,sports,Canada,44.56664532,-80.84998519
canada,alberta,2023-04-10,2022-01-23,6,19,250,real madrid,sports,Canada,53.01669802,-112.8166386
canada,new brunswick,2023-04-10,2022-01-23,6,50,250,real madrid,sports,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-23,23,6,40,toronto blue jays,sports,Canada,45.58327578,-62.63331934
canada,manitoba,2023-04-10,2022-01-23,15,33,130,ufc,sports,Canada,50.15002545,-96.88332178
canada,new brunswick,2023-04-10,2022-01-23,15,38,130,ufc,sports,Canada,45.26704185,-66.07667505
canada,saskatchewan,2023-04-10,2022-01-23,15,35,130,ufc,sports,Canada,50.93331097,-102.7999891
canada,manitoba,2023-04-10,2022-01-23,3,27,600,ufc tonight,sports,Canada,50.15002545,-96.88332178
canada,newfoundland and labrador,2023-04-10,2022-01-23,3,19,600,ufc tonight,sports,Canada,49.17440025,-57.42691878
canada,british columbia,2023-04-10,2022-01-23,16,28,120,whl scores,sports,Canada,49.09996035,-116.516697
canada,ontario,2023-04-10,2022-01-23,16,24,120,whl scores,sports,Canada,44.56664532,-80.84998519
canada,new brunswick,2023-04-10,2022-01-23,19,2,50,blue jays,sports,Canada,45.26704185,-66.07667505
canada,northwest territories,2023-04-10,2022-01-23,19,23,50,blue jays,sports,Canada,62.40005292,-110.7333291
canada,saskatchewan,2023-04-10,2022-01-23,19,3,50,blue jays,sports,Canada,50.93331097,-102.7999891
canada,alberta,2023-04-10,2022-01-23,14,5,130,blue jays score,sports,Canada,53.01669802,-112.8166386
canada,northwest territories,2023-04-10,2022-01-23,14,20,130,blue jays score,sports,Canada,62.40005292,-110.7333291
canada,british columbia,2023-04-10,2022-01-23,1,13,800,blue jays vs angels,sports,Canada,49.09996035,-116.516697
canada,saskatchewan,2023-04-10,2022-01-23,9,22,250,epl,sports,Canada,50.93331097,-102.7999891
canada,british columbia,2023-04-10,2022-01-23,7,9,250,lotto max,entertainment,Canada,49.09996035,-116.516697
canada,nunavut,2023-04-10,2022-01-23,7,19,250,lotto max,entertainment,Canada,68.76746684,-81.23608303
canada,saskatchewan,2023-04-10,2022-01-23,7,16,250,lotto max,entertainment,Canada,50.93331097,-102.7999891
canada,new brunswick,2023-04-10,2022-01-23,4,10,250,lotto max winning numbers,entertainment,Canada,45.26704185,-66.07667505
canada,saskatchewan,2023-04-10,2022-01-23,4,16,250,lotto max winning numbers,entertainment,Canada,50.93331097,-102.7999891
canada,alberta,2023-04-10,2022-01-23,20,41,50,nba standings,sports,Canada,53.01669802,-112.8166386
canada,manitoba,2023-04-10,2022-01-23,20,56,50,nba standings,sports,Canada,50.15002545,-96.88332178
canada,nova scotia,2023-04-10,2022-01-23,20,28,50,nba standings,sports,Canada,45.58327578,-62.63331934
canada,ontario,2023-04-10,2022-01-23,20,25,50,nba standings,sports,Canada,44.56664532,-80.84998519
canada,manitoba,2023-04-10,2022-01-23,17,26,110,oilers,sports,Canada,50.15002545,-96.88332178
canada,nova scotia,2023-04-10,2022-01-23,17,22,110,oilers,sports,Canada,45.58327578,-62.63331934
canada,northwest territories,2023-04-10,2022-01-23,17,16,110,oilers,sports,Canada,62.40005292,-110.7333291
canada,british columbia,2023-04-10,2022-01-23,12,4,150,oilers game,sports,Canada,49.09996035,-116.516697
canada,alberta,2023-04-10,2022-01-23,5,27,250,premier league,sports,Canada,53.01669802,-112.8166386
canada,british columbia,2023-04-10,2022-01-23,5,28,250,premier league,sports,Canada,49.09996035,-116.516697
canada,new brunswick,2023-04-10,2022-01-23,8,19,250,psg,sports,Canada,45.26704185,-66.07667505
canada,nova scotia,2023-04-10,2022-01-23,8,10,250,psg,sports,Canada,45.58327578,-62.63331934
canada,british columbia,2023-04-10,2022-01-23,22,3,40,raptors,sports,Canada,49.09996035,-116.516697
canada,british columbia,2023-04-10,2022-01-23,6,10,250,real madrid,sports,Canada,49.09996035,-116.516697
canada,manitoba,2023-04-10,2022-01-23,6,37,250,real madrid,sports,Canada,50.15002545,-96.88332178
canada,saskatchewan,2023-04-10,2022-01-23,6,36,250,real madrid,sports,Canada,50.93331097,-102.7999891
canada,new brunswick,2023-04-10,2022-01-23,23,5,40,toronto blue jays,sports,Canada,45.26704185,-66.07667505
canada,newfoundland and labrador,2023-04-10,2022-01-23,23,7,40,toronto blue jays,sports,Canada,49.17440025,-57.42691878
canada,alberta,2023-04-10,2022-01-23,15,33,130,ufc,sports,Canada,53.01669802,-112.8166386
canada,nova scotia,2023-04-10,2022-01-23,15,39,130,ufc,sports,Canada,45.58327578,-62.63331934
canada,nunavut,2023-04-10,2022-01-23,10,18,180,ufc 287,sports,Canada,68.76746684,-81.23608303
canada,ontario,2023-04-10,2022-01-23,3,67,600,ufc tonight,sports,Canada,44.56664532,-80.84998519
canada,ontario,2023-04-10,2022-01-23,19,3,50,blue jays,sports,Canada,44.56664532,-80.84998519
canada,manitoba,2023-04-10,2022-01-23,13,28,140,david suzuki,people,Canada,50.15002545,-96.88332178
canada,prince edward island,2023-04-10,2022-01-23,13,25,140,david suzuki,people,Canada,46.24928164,-63.13132512
canada,manitoba,2023-04-10,2022-01-23,18,23,70,edmonton oilers,sports,Canada,50.15002545,-96.88332178
canada,newfoundland and labrador,2023-04-10,2022-01-23,18,27,70,edmonton oilers,sports,Canada,49.17440025,-57.42691878
canada,saskatchewan,2023-04-10,2022-01-23,18,35,70,edmonton oilers,sports,Canada,50.93331097,-102.7999891
canada,alberta,2023-04-10,2022-01-23,9,37,250,epl,sports,Canada,53.01669802,-112.8166386
canada,nova scotia,2023-04-10,2022-01-23,9,32,250,epl,sports,Canada,45.58327578,-62.63331934
